                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.56538,                0.51403,                 1.0083,                0.97796,                0.97069,                 0.9912,                0.90342,                0.44022,                0.32103,                0.82045,               0.004357,               0.004357,               0.004357
                     60,                0.55888,                0.50904,                 1.0055,                0.97793,                0.97105,                0.99107,                0.90372,                0.43891,                0.32162,                0.81982,               0.004258,               0.004258,               0.004258
                     61,                0.55602,                0.50404,                 1.0039,                0.97729,                0.97172,                0.99151,                0.90489,                0.43711,                0.32665,                0.81912,               0.004159,               0.004159,               0.004159
                     62,                0.55529,                 0.5011,                 1.0025,                0.97761,                  0.972,                0.99114,                0.90549,                0.43546,                0.32794,                 0.8184,                0.00406,                0.00406,                0.00406
                     63,                0.54938,                0.49621,                0.99786,                0.97865,                0.97108,                0.99112,                0.90593,                0.43426,                0.32944,                0.81771,               0.003961,               0.003961,               0.003961
                     64,                0.54511,                0.49042,                0.99704,                0.97931,                0.97077,                0.99194,                0.90658,                 0.4328,                0.32977,                0.81687,               0.003862,               0.003862,               0.003862
                     65,                0.54231,                 0.4893,                0.99334,                0.97893,                0.97121,                0.99177,                0.90706,                0.43105,                0.33101,                0.81597,               0.003763,               0.003763,               0.003763
                     66,                0.53773,                0.48492,                 0.9938,                0.97671,                0.97269,                0.99191,                0.90765,                0.42939,                0.33317,                0.81497,               0.003664,               0.003664,               0.003664
                     67,                0.53349,                0.48011,                0.98978,                0.97729,                 0.9727,                 0.9918,                0.90831,                0.42795,                0.33339,                0.81402,               0.003565,               0.003565,               0.003565
                     68,                    inf,                0.47839,                0.98927,                0.97701,                0.97287,                0.99184,                0.90884,                0.42645,                0.33243,                0.81309,               0.003466,               0.003466,               0.003466
                     69,                0.52786,                0.47323,                0.98745,                0.97657,                0.97444,                0.99203,                0.90944,                0.42459,                0.33178,                0.81184,               0.003367,               0.003367,               0.003367
                     70,                0.52359,                0.46956,                0.98632,                0.97702,                0.97406,                0.99206,                0.91056,                0.42293,                0.33193,                 0.8109,               0.003268,               0.003268,               0.003268
                     71,                0.51891,                0.46381,                0.98425,                0.97661,                0.97448,                0.99215,                0.91156,                0.42138,                0.33464,                0.81021,               0.003169,               0.003169,               0.003169
                     72,                0.51564,                 0.4594,                0.98037,                0.97649,                0.97536,                0.99219,                0.91223,                0.41965,                0.33491,                0.80921,                0.00307,                0.00307,                0.00307
                     73,                0.51283,                 0.4562,                0.98008,                0.97645,                0.97574,                0.99225,                0.91303,                0.41812,                0.33099,                0.80842,               0.002971,               0.002971,               0.002971
                     74,                0.50897,                0.45324,                0.97775,                0.97681,                0.97571,                0.99225,                0.91365,                 0.4166,                0.32977,                0.80753,               0.002872,               0.002872,               0.002872
                     75,                0.50511,                0.45075,                0.97721,                0.97659,                 0.9762,                0.99226,                 0.9142,                0.41517,                0.32876,                0.80667,               0.002773,               0.002773,               0.002773
                     76,                0.50053,                0.44516,                0.97527,                0.97658,                0.97648,                0.99224,                0.91463,                0.41267,                0.32999,                0.80509,               0.002674,               0.002674,               0.002674
                     77,                0.49691,                 0.4419,                0.97258,                0.97687,                0.97589,                0.99227,                0.91551,                0.41102,                0.32841,                0.80429,               0.002575,               0.002575,               0.002575
                     78,                0.49276,                0.43706,                0.96957,                0.97732,                0.97605,                 0.9923,                0.91617,                0.40956,                0.32423,                0.80359,               0.002476,               0.002476,               0.002476
                     79,                0.49023,                0.43435,                0.96863,                0.97834,                0.97542,                0.99233,                0.91704,                0.40793,                0.32259,                0.80286,               0.002377,               0.002377,               0.002377
                     80,                0.48522,                0.42951,                0.96659,                0.97893,                0.97503,                0.99234,                0.91811,                0.40646,                0.31611,                0.80206,               0.002278,               0.002278,               0.002278
                     81,                0.47885,                0.42341,                 0.9628,                0.97896,                0.97483,                0.99238,                0.91859,                0.40476,                0.31138,                0.80114,               0.002179,               0.002179,               0.002179
                     82,                0.47586,                0.41979,                0.96209,                0.97916,                0.97461,                0.99241,                0.91945,                0.40303,                 0.3081,                0.80015,                0.00208,                0.00208,                0.00208
                     83,                0.47017,                0.41599,                0.95885,                0.97918,                0.97498,                0.99244,                0.92047,                0.40137,                0.30524,                0.79914,               0.001981,               0.001981,               0.001981
                     84,                0.46741,                0.41297,                0.95655,                0.97926,                0.97536,                0.99247,                0.92119,                0.39949,                0.29988,                0.79812,               0.001882,               0.001882,               0.001882
                     85,                0.46308,                0.40796,                0.95475,                0.97939,                0.97564,                0.99251,                0.92195,                 0.3978,                0.29587,                0.79709,               0.001783,               0.001783,               0.001783
                     86,                0.45688,                0.40384,                 0.9534,                0.97879,                0.97645,                0.99245,                0.92267,                 0.3962,                0.29289,                0.79628,               0.001684,               0.001684,               0.001684
                     87,                0.45389,                0.39863,                0.95252,                0.97833,                0.97696,                0.99244,                0.92342,                0.39455,                0.28861,                0.79543,               0.001585,               0.001585,               0.001585
                     88,                0.44863,                0.39316,                0.94971,                0.97835,                0.97704,                0.99252,                 0.9246,                0.39264,                0.28507,                 0.7945,               0.001486,               0.001486,               0.001486
                     89,                0.44527,                 0.3888,                0.94683,                0.97831,                0.97726,                 0.9926,                0.92504,                0.39094,                0.28356,                 0.7935,               0.001387,               0.001387,               0.001387
                     90,                0.43888,                 0.3853,                0.94577,                0.97937,                0.97704,                0.99271,                0.92572,                0.38906,                0.27991,                0.79254,               0.001288,               0.001288,               0.001288
                     91,                 0.3871,                0.28876,                0.90679,                0.97993,                0.97717,                0.99272,                0.92688,                0.38703,                0.27598,                 0.7915,               0.001189,               0.001189,               0.001189
                     92,                0.37485,                0.27849,                0.90215,                0.97972,                0.97742,                0.99272,                0.92771,                0.38465,                0.27024,                0.79024,                0.00109,                0.00109,                0.00109
                     93,                 0.3661,                0.27049,                0.89718,                 0.9798,                0.97767,                 0.9927,                 0.9287,                0.38243,                0.26716,                0.78898,               0.000991,               0.000991,               0.000991
                     94,                    inf,                0.26635,                0.89317,                0.98009,                0.97787,                0.99275,                0.92971,                0.38006,                 0.2644,                0.78757,               0.000892,               0.000892,               0.000892
                     95,                0.35144,                0.26057,                0.89077,                0.98009,                0.97784,                0.99278,                0.93061,                0.37774,                0.25929,                0.78621,               0.000793,               0.000793,               0.000793
                     96,                0.34546,                0.25487,                 0.8882,                0.98021,                0.97812,                0.99282,                0.93129,                0.37569,                0.25444,                0.78489,               0.000694,               0.000694,               0.000694
                     97,                0.33775,                0.24941,                0.88362,                0.98009,                0.97781,                0.99286,                0.93237,                0.37343,                 0.2514,                0.78343,               0.000595,               0.000595,               0.000595
                     98,                0.33032,                0.24365,                0.88043,                0.98028,                0.97809,                0.99294,                0.93315,                0.37114,                0.24849,                0.78193,               0.000496,               0.000496,               0.000496
                     99,                0.32418,                0.24045,                0.87841,                0.98068,                0.97828,                0.99296,                0.93413,                0.36868,                0.24466,                0.78037,               0.000397,               0.000397,               0.000397
                    100,                0.31643,                0.23561,                0.87548,                0.98081,                0.97826,                  0.993,                0.93499,                0.36668,                0.24088,                0.77903,               0.000298,               0.000298,               0.000298
